Schools,Department,Link,Race,Gender,Name,Title,Website,Photo.Link,Research.Area
University of Illinois Urbana-Champaign,chemistry,https://chemistry.illinois.edu/,Hispanic,Man,Joaquin Rodriguez-Lopez,Professor,https://chemistry.illinois.edu/joaquinr,https://academicphotos.s3.amazonaws.com/chemistry/University_of_Illinois_Urbana-Champaign/Joaqu%C3%ADn_Rodr%C3%ADguez-L%C3%B3pez.jpg,"analytical chemistry, materials chemistry"
University of Iowa,chemistry,https://chem.uiowa.edu/,Hispanic,Man,Pere Miro,Associate Professor,https://chem.uiowa.edu/people/pere-miro,https://academicphotos.s3.amazonaws.com/chemistry/University_of_Iowa/Pere_Miro.jpg,"physical and computational chemistry, radiochemistry"
University of Kentucky,chemistry,https://chem.as.uky.edu/,Hispanic,Man,Marcelo I. Guzman,Associate Professor,https://chem.as.uky.edu/users/migu222,https://academicphotos.s3.amazonaws.com/chemistry/University_of_Kentucky/Marcelo_I._Guzman.jpg,"mass spectrometry, photocatalysis"
University of Kentucky,chemistry,https://chem.as.uky.edu/,Black,Man,Samuel G. Awuah,Associate Professor,https://chem.as.uky.edu/users/sgaw222,https://academicphotos.s3.amazonaws.com/chemistry/University_of_Kentucky/Samuel_G._Awuah.jpg,"chemical biology, synthetic medicinal chemistry"
University of Louisville,chemistry,https://louisville.edu/chemistry,Black,Woman,Aleeta M. Powe,Associate Professor,https://louisville.edu/chemistry/our-people-new/faculty/powe,https://academicphotos.s3.amazonaws.com/chemistry/University_of_Louisville/aleeta+powe.jpeg,"fluorescence, phosphorescence"
University of Louisville,chemistry,https://louisville.edu/chemistry,Hispanic,Man,Frederick A. Luzzio,Professor,https://louisville.edu/chemistry/our-people-new/faculty/frederick-a.-luzzio,https://academicphotos.s3.amazonaws.com/chemistry/University_of_Louisville/Frederick_A._Luzzio.jpg,interface  and biology
University of Memphis,chemistry,https://www.memphis.edu/chem/,Black,Man,Tanei J. Ricks,Assistant Professor,https://www.memphis.edu/chem/people/faculty/ricks.php,https://academicphotos.s3.amazonaws.com/chemistry/University_of_Memphis/Tanei_J._Ricks.jpg,"organic chemistry, biochemistry"
University of Miami,chemistry,https://chemistry.as.miami.edu/,Black,Man,Christian Agatemor,Assistant Professor,https://people.miami.edu/profile/d91c1b46fd5b19163b35dd46bdfc0b39,https://academicphotos.s3.amazonaws.com/chemistry/University_of_Miami/CHISTIAN_AGATEMOR.jpeg,"bioorthogonal chemical reporters to study posttranslational modifications, glycomimetic and glycan ligands to regulate cell-cell interactions"
University of Michigan,chemistry,https://lsa.umich.edu/chem,Hispanic,Man,Stephen Maldonado,Professor,https://lsa.umich.edu/chem/people/faculty/smald.html,https://academicphotos.s3.amazonaws.com/chemistry/University_of_Michigan/Stephen_Maldonado.jpg,"understanding, designing, and developing more efficient electrode surfaces for systems based on interfacial charge transfer"
University of Michigan,chemistry,https://lsa.umich.edu/chem,Black,Man,Theodore Goodson III,Richard Barry Bernstein Collegiate Professor,https://lsa.umich.edu/chem/people/faculty/tgoodson.html,https://academicphotos.s3.amazonaws.com/chemistry/University_of_Michigan/Theodore_Goodson_III.jpg,imaging & spectroscopy; photochemistry
University of Minnesota,chemistry,https://chem.umn.edu/,Hispanic,Man,Edgar A. Arriaga,Northey Professor,https://cse.umn.edu/chem/edgar-arriaga,https://academicphotos.s3.amazonaws.com/chemistry/University_of_Minnesota/Edgar_A._Arriaga.jpg,"analytical & bioanalytical chemistry, chemical biology"
University of Minnesota,chemistry,https://chem.umn.edu/,Hispanic,Woman,Melissa Ramirez,Assistant Professor,https://cse.umn.edu/chem/melissa-ramirez,https://academicphotos.s3.amazonaws.com/chemistry/University_of_Minnesota/Melissa_Ramirez.jpg,"organic chemistry, catalysis"
"University of Nevada, Las Vegas",chemistry,https://www.unlv.edu/chemistry,Hispanic,Man,Ernesto Abel-Santos,Professor,https://www.unlv.edu/people/ernesto-abel-santos,"https://academicphotos.s3.amazonaws.com/chemistry/University_of_Nevada,_Las_Vegas/Ernesto_Abel-Santos.jpeg","organic chemistry, biochemistry"
"University of Nevada, Reno",chemistry,https://www.unr.edu/chemistry,Hispanic,Woman,Ana De Bettencourt-Dias,Susan Magee And Gary Clemons Professor,https://www.unr.edu/chemistry/people/ana-de-bettencourt-dias,"https://academicphotos.s3.amazonaws.com/chemistry/University_of_Nevada,_Reno/ANA_DE_BETTENCOURT-DIAS.jpeg","energy efficiency, therapy"
"University of Nevada, Reno",chemistry,https://www.unr.edu/chemistry,Black,Man,Samuel Odoh,Associate Professor,https://www.unr.edu/chemistry/people/samuel-odoh,"https://academicphotos.s3.amazonaws.com/chemistry/University_of_Nevada,_Reno/SAMUEL_ODOH.jpeg",theoretical/computational chemistry
University of New Mexico,chemistry,https://chemistry.unm.edu/,Black,Man,Terefe G. Habteyes,Professor,https://chemistry.unm.edu/people/faculty/profile/terefe-habteyes.html,https://academicphotos.s3.amazonaws.com/chemistry/University_of_New_Mexico/Terefe_G_Habteyes.jpg,"electronic and photonic materials,  physical chemistry"
University of North Carolina at Chapel Hill,chemistry,https://chem.unc.edu/,Black,Man,Sidney Wilkersonhill,Assistant Professor,https://chem.unc.edu/faculty/wilkerson-hill-sidney/,https://academicphotos.s3.amazonaws.com/chemistry/University_of_North_Carolina_at_Chapel_Hill/Sidney_Wilkerson-Hill.jpg,"strained ring functionalization, catalysis"
University of North Texas,chemistry,https://chemistry.unt.edu/,Black,Man,Daniel Afosah,Assistant Professor,https://chemistry.unt.edu/people/daniel-afosah,https://academicphotos.s3.amazonaws.com/chemistry/University_of_North_Texas/Daniel_Afosah.jpg,biochemistry and medicinal chemistry
University of Rochester,chemistry,https://www.sas.rochester.edu/chm/,Hispanic,Man,Ignacio Franco,Associate Professor,https://www.sas.rochester.edu/chm/people/faculty/franco-ignacio/index.html,https://academicphotos.s3.amazonaws.com/chemistry/University_of_Rochester/IGNACIO_FRANCO.jpeg,physical and theoretical chemistry
University of Tennessee,chemistry,https://chem.utk.edu/,Black,Woman,Ampofo K. Darko,Assistant Professor,https://chem.utk.edu/people/ampofo-k-darko/,https://academicphotos.s3.amazonaws.com/chemistry/University_of_Tennessee/Ampofo_K._Darko.jpg,developing the scope of reactions involving strained molecules
University of Texas at Arlington,chemistry,https://www.uta.edu/chemistry/,Black,Woman,Kayunta Johnson-Winters,Associate Professor,https://www.uta.edu/academics/faculty/profile?username=kayunta,https://academicphotos.s3.amazonaws.com/chemistry/University_of_Texas_at_Arlington/Kayunta_Johnson-Winters.jpg,"biochemistry, f420 cofactor dependent enzymes"
University of Utah,chemistry,https://www.chem.utah.edu/,Black,Woman,Luisa Whittakerbrooks,Associate Professor,https://www.chem.utah.edu/directory/whittaker-brooks.php,https://academicphotos.s3.amazonaws.com/chemistry/University_of_Utah/Luisa_Whittaker-Brooks.jpg,"understanding of the relationships among the composition, structure, electronic structure, and properties of inorganic and organic nanomaterials, as well as their composites"
University of Washington,chemistry,https://chem.washington.edu/,Black,Man,Samson A. Jenekhe,Professor,https://chem.washington.edu/people/samson-jenekhe,https://academicphotos.s3.amazonaws.com/chemistry/University_of_Washington/Samson_A._Jenekhe.jpg,"clean energy, materials"
Vanderbilt University,chemistry,https://as.vanderbilt.edu/chemistry/,Black,Woman,Andrea Locke,Assistant Professor,https://as.vanderbilt.edu/chemistry/bio/andrea-locke/,https://academicphotos.s3.amazonaws.com/chemistry/Vanderbilt_University/Andrea_Locke.jpg,"analytical chemistry, optical spectroscopy"
Vanderbilt University,chemistry,https://as.vanderbilt.edu/chemistry/,Black,Woman,Rena A. S. Robinson,Professor,https://as.vanderbilt.edu/chemistry/bio/rena-robinson,https://academicphotos.s3.amazonaws.com/chemistry/Vanderbilt_University/rena-robinson.jpeg,proteomics and mass spectrometry
Vanderbilt University,chemistry,https://as.vanderbilt.edu/chemistry/,Black,Man,Steven D. Townsend,Professor,https://as.vanderbilt.edu/chemistry/bio/steven-townsend,https://academicphotos.s3.amazonaws.com/chemistry/Vanderbilt_University/Steven_D_Townsend.jpg,organic chemistry
West Virginia University,chemistry,https://chemistry.wvu.edu/,Black,Woman,Tobi Odeleye,Assistant Professor,https://www.chemistry.wvu.edu/directory/assistant-professors/tobi-odeleye-ph-d,https://academicphotos.s3.amazonaws.com/chemistry/West_Virginia_University/Tobi_Odeleye.jpg,chemical education
