Schools,Department,Link,Race,Gender,Name,Title,Website,Photo.Link,Research.Area
University of New Hampshire,physics,https://ceps.unh.edu/physics,Hispanic,Woman,Nathaly Santiesteban,Assistant Professor,https://ceps.unh.edu/person/nathaly-santiesteban,https://academicphotos.s3.amazonaws.com/physics/University_of_New_Hampshire/Nathaly_Santiesteban.jpg,experimental physics
University of New Mexico,physics,https://physics.unm.edu/,Hispanic,Man,Francisco Elohim Becerra Chavez,Associate Professor,https://physics.unm.edu/pandaweb/people/person.php?personID=1226,https://academicphotos.s3.amazonaws.com/physics/University_of_New_Mexico/Francisco_Elohim_Becerra_Chavez.jpg,"quantum measurements of light for efficient communications, and quantum optics and atom-photon interfaces for long distance quantum communication"
University of New Mexico,physics,https://physics.unm.edu/,Hispanic,Man,Victor M. Acosta,Associate Professor,https://physics.unm.edu/pandaweb/people/person.php?personID=1406,https://academicphotos.s3.amazonaws.com/physics/University_of_New_Mexico/Victor_M_Acosta.jpg,"quantum sensing, nv centers"
University of North Carolina at Chapel Hill,physics,https://physics.unc.edu/,Black,Man,Akaa Daniel Ayangeakaa,Assistant Professor,https://physics.unc.edu/people/ayangeakaa-akaa-daniel/,"https://academicphotos.s3.amazonaws.com/physics/University_of_North_Carolina_at_Chapel_Hill/AYANGEAKAA,_AKAA_DANIEL.jpg","nuclear shapes evolve on both the proton- and neutron-rich sides of the nuclear chart, and quantifying the impact of this evolution on nuclear structure properties"
University of North Carolina at Chapel Hill,physics,https://physics.unc.edu/,Hispanic,Man,Rene Lopez,Professor,https://physics.unc.edu/people/lopez-rene/,"https://academicphotos.s3.amazonaws.com/physics/University_of_North_Carolina_at_Chapel_Hill/LOPEZ,_RENE.jpg","optical materials, nanofabrication"
University of North Carolina at Chapel Hill,physics,https://physics.unc.edu/,Hispanic,Man,Carl Rodriguez,Assistant Professor,https://physics.unc.edu/people/rodriguez-carl,"https://academicphotos.s3.amazonaws.com/physics/University_of_North_Carolina_at_Chapel_Hill/RODRIGUEZ,_CARL.jpg",stellar dynamics (the movement of stars and compact objects in star clusters and galaxies) and the astrophysical sources of gravitational waves
University of Rochester,physics,https://www.sas.rochester.edu/pas/,Hispanic,Woman,Aran Garcia-Bellido,Associate Professor,https://www.pas.rochester.edu/~aran/,https://academicphotos.s3.amazonaws.com/physics/University_of_Rochester/Aran_Garcia-Bellido.jpg,"discovering signatures of new heavy particles that could explain dark matter, and in precision studies of the top quark, the heaviest elementary particle"
University of South Florida,physics,https://www.usf.edu/arts-sciences/departments/physics/,Black,Man,Jacob Gayles,Assistant Professor,NA,https://academicphotos.s3.amazonaws.com/physics/University_of_South_Florida/Jacob_Gayles.png,"topology, magnetism"
University of Texas at Arlington,physics,https://www.uta.edu/physics/,Hispanic,Woman,Raquel Castillo Fernandez,Assistant Professor,https://www.uta.edu/academics/faculty/profile?username=castillofernr,https://academicphotos.s3.amazonaws.com/physics/University_of_Texas_at_Arlington/Raquel_Castillo_Fernandez.jpg,neutrino interactions
University of Texas at Dallas,physics,https://physics.utdallas.edu/,Hispanic,Man,G. Andres Cisneros,Professor and Department Head,https://profiles.utdallas.edu/andres,https://academicphotos.s3.amazonaws.com/physics/University_of_Texas_at_Dallas/andres-cisneros.jpeg,"methods/software development, qm/mm methods and simulations"
University of Texas at San Antonio,physics,https://www.utsa.edu/physics/,Hispanic,Woman,Xochitl Lopez-Lozano,Associate Professor,https://sciences.utsa.edu/faculty/profiles/lopez-lozano-xochitl.html,https://academicphotos.s3.amazonaws.com/physics/University_of_Texas_at_San_Antonio/lopez-lozano-xochitl.jpg,"condensed matter theory, optical spectroscopy"
University of Texas at San Antonio,physics,https://www.utsa.edu/physics/,Hispanic,Man,Arturo Ponce-Pedraza,Professor,https://sciences.utsa.edu/faculty/profiles/ponce-pedraza-arturo.html,https://academicphotos.s3.amazonaws.com/physics/University_of_Texas_at_San_Antonio/Arturo_Ponce-Pedraza.jpg,"nanostructured materials, structural defects in materials"
University of Texas at San Antonio,physics,https://www.utsa.edu/physics/,Black,Woman,Kelly Nash,Professor,https://sciences.utsa.edu/faculty/profiles/nash-kelly.html,https://academicphotos.s3.amazonaws.com/physics/University_of_Texas_at_San_Antonio/Kelly_Nash.jpg,"biophotonics, nano-bio interfaces"
University of Texas at San Antonio,physics,https://www.utsa.edu/physics/,Black,Man,Richard Anantua,Assistant Professor,https://sciences.utsa.edu/faculty/profiles/anantua-richard.html,https://academicphotos.s3.amazonaws.com/physics/University_of_Texas_at_San_Antonio/Richard_Anantua.jpg,"astronomy, black holes"
University of Virginia,physics,https://physics.as.virginia.edu/,Hispanic,Woman,Cristina Mantilla-Suarez,Assistant Professor,http://www.physics.virginia.edu/People/personal.asp?UID=vmz6w,https://academicphotos.s3.amazonaws.com/physics/University_of_Virginia/Cristina_Mantilla-Suarez.jpg,properties and interactions of the higgs boson and the particle nature of dark matter
University of Washington,physics,https://phys.washington.edu/,Hispanic,Man,Gustavo Joaquin Turiaci,Assistant Professor,https://phys.washington.edu/people/gustavo-joaquin-turiaci,https://academicphotos.s3.amazonaws.com/physics/University_of_Washington/Gustavo_Joaquin_Turiaci.jpg,"astrophysics, cosmology & gravitation"
University of Washington,physics,https://phys.washington.edu/,Hispanic,Man,Alvaro Chavarria,Assistant Professor,https://phys.washington.edu/people/alvaro-chavarria,https://academicphotos.s3.amazonaws.com/physics/University_of_Washington/Alvaro_Chavarria.jpg,"astrophysics, cosmology & gravitation"
University of Washington,physics,https://phys.washington.edu/,Hispanic,Woman,Isabel Garcia Garcia,Assistant Professor,https://phys.washington.edu/people/isabel-garcia-garcia,https://academicphotos.s3.amazonaws.com/physics/University_of_Washington/Isabel_Garcia_Garcia.jpg,"astrophysics, cosmology & gravitation, particle theory"
University of Wisconsin-Madison,physics,https://www.physics.wisc.edu/,Hispanic,Woman,Melinda Soares-Furtado,Assistant Professor,https://www.physics.wisc.edu/directory/soares-furtado-melinda/,https://academicphotos.s3.amazonaws.com/physics/University_of_Wisconsin-Madison/Melinda_Soares-Furtado.jpeg,"stellar clusters, stars"
Utah State University,physics,https://www.usu.edu/physics/,Hispanic,Woman,Maria J. Rodriguez,Associate Professor,https://www.usu.edu/physics/directory/faculty/maria-rodriguez.php,https://academicphotos.s3.amazonaws.com/physics/Utah_State_University/Maria_J_Rodriguez.jpg,"black hole scattering, energy extraction models, shadows and gravitational perturbation"
Virginia Commonwealth University,physics,https://physics.vcu.edu/,Black,Man,Kerwin Crayton Foster,Assistant Professor,https://physics.vcu.edu/directory/faculty/kerwin-crayton-foster.html,https://academicphotos.s3.amazonaws.com/physics/Virginia_Commonwealth_University/Kerwin_Crayton_Foster.jpg,"condensed matter theory, fractional-quantum hall states"
Yale University,physics,https://physics.yale.edu/,Black,Man,Keith Baker,Professor,https://physics.yale.edu/people/keith-baker,https://academicphotos.s3.amazonaws.com/physics/Yale_University/Keith_Baker.jpg,particle physics
Yale University,physics,https://physics.yale.edu/,Black,Man,Charles Brown,Assistant Professor,https://physics.yale.edu/people/charles-brown,https://academicphotos.s3.amazonaws.com/physics/Yale_University/Charles_Brown.jpeg,"atomic, molecular & optical physics"
